Id,SalePrice
1461,123165.87519916364
1462,164338.82475633678
1463,184133.9650045244
1464,201741.14977782394
1465,196721.90341369063
1466,172254.16062976816
1467,178144.82031689346
1468,164982.96739338813
1469,194583.65230876298
1470,117653.61826155194
1471,201577.13091016433
1472,100886.52138864071
1473,97908.3237863134
1474,148104.9209772005
1475,111351.65482040915
1476,361474.37300853804
1477,256405.12776110123
1478,279577.95154308237
1479,282629.5764695541
1480,491774.4661805477
1481,332122.51478561515
1482,220071.0861998257
1483,182040.59982872888
1484,162230.40319513806
1485,189273.0262637774
1486,194542.48695354728
1487,324197.738900651
1488,234277.9599799166
1489,197243.55225489923
1490,235820.147038262
1491,195253.34517730784
1492,93825.1619336253
1493,181919.98310404413
1494,281971.9547093191
1495,281400.0328128231
1496,231222.1325203731
1497,180904.24723022076
1498,169396.60904929513
1499,162269.2808560269
1500,162475.9787669782
1501,183736.8618233061
1502,148785.55583358946
1503,290658.2673889016
1504,244548.25790133813
1505,226857.02666410687
1506,204608.3111174196
1507,258885.66833035403
1508,213612.7790144253
1509,157216.12961908948
1510,147569.90533071588
1511,153379.1666574991
1512,180248.7274403793
1513,147617.09770677143
1514,155666.57008629412
1515,199252.14797370776
1516,152154.6752257289
1517,180323.72273870985
1518,133452.95284109312
1519,214229.1753492292
1520,133442.5992951619
1521,132781.29074677714
1522,184628.60537993102
1523,111214.13185436626
1524,125488.58684920729
1525,116569.83910085118
1526,118732.01167432513
1527,109963.204245847
1528,136218.06252333455
1529,147512.46049539876
1530,185416.60899208
1531,109496.42235396383
1532,101251.90719617519
1533,166658.37846878587
1534,122074.7441969307
1535,148354.36201250035
1536,108096.30670784897
1537,69891.2384597771
1538,154488.23428547606
1539,197432.28439550597
1540,95414.58157427632
1541,144170.05037805738
1542,142389.19478472252
1543,203007.5359819999
1544,95221.43712547321
1545,123504.63389820878
1546,140219.2361749475
1547,131672.56589921814
1548,143828.54097032192
1549,126095.57478839069
1550,136524.2426991662
1551,107213.93201764426
1552,138856.0216151656
1553,148866.57008758228
1554,116992.37695089976
1555,175605.9313536341
1556,85871.41939955713
1557,110684.83617509756
1558,104446.02308590499
1559,71720.87341688425
1560,132572.65697096192
1561,137244.10608823638
1562,137483.54774363333
1563,124415.89725643194
1564,160993.06630911247
1565,139870.2963366794
1566,252007.30648292493
1567,79978.49789959745
1568,255273.6579532374
1569,128945.93515061938
1570,143685.0049147681
1571,118168.63491356379
1572,145573.9365862534
1573,250861.8783867854
1574,125540.647439222
1575,231639.86417229765
1576,258780.39081613137
1577,182406.7505931883
1578,141124.83378503774
